Orthogroup	AgambiaePEST	CquinquefasciatusJHB2020
OG0000210	AGAP011432, AGAP029292, AGAP029324, AGAP029065, AGAP029748, AGAP029117, AGAP011431, AGAP029749, AGAP029750, AGAP029747, AGAP008891	CQUJHB015488, CQUJHB015097, CQUJHB007162
OG0000217	AGAP012963	CQUJHB018057
OG0000217	AGAP000310	CQUJHB008942
OG0000217	AGAP003365	CQUJHB006291
OG0000218	AGAP008054	CQUJHB001220
OG0000219	AGAP005907	CQUJHB004655
OG0000219	AGAP000907	CQUJHB009528, CQUJHB009252, CQUJHB018120, CQUJHB007367
OG0000220	AGAP013166	CQUJHB017724
OG0000220	AGAP013260	CQUJHB002011
OG0000220	AGAP013120	CQUJHB009710
OG0000220	AGAP002457	CQUJHB008956
OG0000221	AGAP007990	CQUJHB011640
OG0000221	AGAP006775	CQUJHB016680, CQUJHB007754
OG0000222	AGAP028196	CQUJHB015532
OG0000222	AGAP008915	CQUJHB017485, CQUJHB013750
OG0000223	AGAP001185	CQUJHB009151
OG0000223	AGAP001966	CQUJHB014766
OG0000223	AGAP013429	CQUJHB004378
OG0000224	AGAP013366, AGAP012995, AGAP029279, AGAP013463	CQUJHB005624
OG0000225	AGAP003067	CQUJHB018221
OG0000225	AGAP003066, AGAP003065	CQUJHB016925, CQUJHB017410, CQUJHB002547, CQUJHB013654, CQUJHB010873
OG0000229	AGAP003236	CQUJHB007133
OG0000229	AGAP002137, AGAP002008	CQUJHB010008
OG0000230	AGAP028050, AGAP008670, AGAP008671	CQUJHB018077, CQUJHB010793, CQUJHB004599, CQUJHB013294, CQUJHB000972
OG0000231	AGAP006013, AGAP006012	CQUJHB015552, CQUJHB009864
OG0000232	AGAP005657, AGAP012667, AGAP005660, AGAP005656	CQUJHB004882
OG0000233	AGAP001190	CQUJHB013827, CQUJHB005784
OG0000233	AGAP001199	CQUJHB017046
OG0000234	AGAP007802	CQUJHB001691
OG0000234	AGAP007808	CQUJHB001439
OG0000234	AGAP007803	CQUJHB012585
OG0000235	AGAP013372, AGAP000706, AGAP013152, AGAP012911, AGAP012124	CQUJHB006661, CQUJHB013626, CQUJHB008173, CQUJHB013536, CQUJHB015825
OG0000236	AGAP001202, AGAP012383	CQUJHB005892, CQUJHB007626, CQUJHB015922
OG0000237	AGAP003501, AGAP003500	CQUJHB010154
OG0000244	AGAP009715, AGAP009722, AGAP009717, AGAP028644, AGAP009716, AGAP009723, AGAP009711	CQUJHB007355
OG0000245	AGAP002360, AGAP002359	CQUJHB000799
OG0000245	AGAP013402	CQUJHB016506, CQUJHB007248, CQUJHB011910
OG0000247	AGAP006146, AGAP006145	CQUJHB002713, CQUJHB017013
OG0000247	AGAP006148	CQUJHB002013
OG0000248	AGAP008404	CQUJHB007060
OG0000248	AGAP028212	CQUJHB012099
OG0000248	AGAP028060	CQUJHB010965
OG0000249	AGAP004935, AGAP005326	CQUJHB009233, CQUJHB007489, CQUJHB002025, CQUJHB001010, CQUJHB009190
OG0000250	AGAP002055	CQUJHB012300
OG0000250	AGAP002058	CQUJHB006421
OG0000250	AGAP002056	CQUJHB004522
OG0000251	AGAP012697, AGAP029782, AGAP029784	CQUJHB008705
OG0000251	AGAP029623, AGAP012647, AGAP029785	CQUJHB017833
OG0000252	AGAP028629	CQUJHB005253, CQUJHB008240, CQUJHB011189, CQUJHB017858
OG0000252	AGAP011674	CQUJHB008290
OG0000253	AGAP001648	CQUJHB011918, CQUJHB003161
OG0000254	AGAP004634	CQUJHB001657
OG0000254	AGAP013293	CQUJHB009978
OG0000255	AGAP002195, AGAP002197	CQUJHB003529
OG0000256	AGAP002766	CQUJHB009160
OG0000256	AGAP002765, AGAP002767, AGAP002769	CQUJHB014478
OG0000257	AGAP008795, AGAP028220, AGAP008796	CQUJHB010739, CQUJHB009502, CQUJHB000584, CQUJHB000689, CQUJHB000541, CQUJHB008553, CQUJHB004547, CQUJHB014397, CQUJHB008765
OG0000260	AGAP013416, AGAP002763, AGAP013285, AGAP013363	CQUJHB020421, CQUJHB004409, CQUJHB006012, CQUJHB011286
OG0000265	AGAP007255, AGAP007266	CQUJHB003184
OG0000265	AGAP000253	CQUJHB006489
OG0000266	AGAP008867	CQUJHB002351
OG0000266	AGAP007794, AGAP007793	CQUJHB011998
OG0000267	AGAP004378	CQUJHB017125
OG0000268	AGAP029235, AGAP007932	CQUJHB012623
OG0000268	AGAP007933	CQUJHB010904
OG0000269	AGAP001722	CQUJHB013165, CQUJHB003189
OG0000270	AGAP004920, AGAP012945, AGAP011951, AGAP011952	CQUJHB003727, CQUJHB017973, CQUJHB003318
OG0000271	AGAP008769	CQUJHB018009
OG0000271	AGAP028056, AGAP028014	CQUJHB011493
OG0000271	AGAP028164	CQUJHB011542
OG0000272	AGAP011698, AGAP011696	CQUJHB005415, CQUJHB017192
OG0000273	AGAP001281	CQUJHB002335
OG0000273	AGAP001284	CQUJHB008927
OG0000274	AGAP010002, AGAP009985	CQUJHB003245, CQUJHB014187, CQUJHB000081
OG0000274	AGAP000094	CQUJHB007666
OG0000275	AGAP003083	CQUJHB000546, CQUJHB005342, CQUJHB010174, CQUJHB012136, CQUJHB006340, CQUJHB000241, CQUJHB013765
OG0000276	AGAP012686, AGAP029761, AGAP029762	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216
OG0000277	AGAP001811, AGAP001812	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492, CQUJHB016702, CQUJHB013862
OG0000278	AGAP004971, AGAP004951, AGAP004974	CQUJHB008764, CQUJHB011798
OG0000279	AGAP008447	CQUJHB005102
OG0000279	AGAP008446	CQUJHB016711
OG0000279	AGAP008449	CQUJHB013635, CQUJHB001819
OG0000280	AGAP029826, AGAP029827	CQUJHB000493
OG0000285	AGAP004324	CQUJHB011294
OG0000286	AGAP010505, AGAP010504	CQUJHB008968, CQUJHB015387
OG0000288	AGAP009363, AGAP009374, AGAP029144, AGAP009375	CQUJHB010147
OG0000289	AGAP028096, AGAP011302	CQUJHB011529, CQUJHB001666, CQUJHB017987
OG0000290	AGAP011048, AGAP011047, AGAP011046	CQUJHB002754, CQUJHB008405
OG0000291	AGAP006510	CQUJHB017541
OG0000291	AGAP006271	CQUJHB015406
OG0000292	AGAP010057	CQUJHB017021
OG0000292	AGAP029713, AGAP029711, AGAP029712	CQUJHB008145
OG0000293	AGAP001006	CQUJHB008571
OG0000293	AGAP006991	CQUJHB000229, CQUJHB000928, CQUJHB011680
OG0000294	AGAP002506	CQUJHB015184
OG0000294	AGAP012451	CQUJHB009494
OG0000295	AGAP010650, AGAP010649, AGAP010648	CQUJHB020305, CQUJHB011786
OG0000296	AGAP008278, AGAP008279	CQUJHB017172
OG0000297	AGAP000163	CQUJHB004146, CQUJHB000290
OG0000297	AGAP000165	CQUJHB011318
OG0000298	AGAP005975	CQUJHB011277
OG0000298	AGAP028749	CQUJHB012628
OG0000298	AGAP028751	CQUJHB004025
OG0000299	AGAP002521	CQUJHB014668
OG0000299	AGAP011852	CQUJHB005162, CQUJHB009370
OG0000300	AGAP006698	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855
OG0000302	AGAP007286	CQUJHB010010
OG0000302	AGAP007287	CQUJHB010685
OG0000303	AGAP002273	CQUJHB011015
OG0000303	AGAP002272	CQUJHB008617
OG0000304	AGAP008548, AGAP028011	CQUJHB006070, CQUJHB016739
OG0000304	AGAP008547	CQUJHB018002
OG0000305	AGAP008813	CQUJHB001390, CQUJHB001973
OG0000306	AGAP007964, AGAP007965, AGAP013745	CQUJHB007627
OG0000317	AGAP012969, AGAP004432, AGAP012872	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263
OG0000318	AGAP007879, AGAP007880, AGAP007881	CQUJHB008681
OG0000319	AGAP008734	CQUJHB011407
OG0000319	AGAP005794	CQUJHB013783
OG0000320	AGAP010731, AGAP010730	CQUJHB004177, CQUJHB001759, CQUJHB015816
OG0000321	AGAP028153, AGAP009056	CQUJHB003997
OG0000321	AGAP010766, AGAP010765	CQUJHB003886
OG0000324	AGAP008582, AGAP028204	CQUJHB006140
OG0000324	AGAP008584	CQUJHB006853
OG0000325	AGAP007534	CQUJHB012591
OG0000325	AGAP013228	CQUJHB002806, CQUJHB016723
OG0000326	AGAP003658	CQUJHB012353
OG0000326	AGAP001773, AGAP001774, AGAP012781	CQUJHB011965
OG0000327	AGAP009949	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290
OG0000328	AGAP011914, AGAP011913	CQUJHB006591
OG0000328	AGAP011912	CQUJHB002346
OG0000329	AGAP029555	CQUJHB015894
OG0000329	AGAP009460	CQUJHB005779, CQUJHB010729
OG0000330	AGAP000988	CQUJHB017282
OG0000330	AGAP000987	CQUJHB004081
OG0000331	AGAP001264	CQUJHB014371, CQUJHB013844
OG0000331	AGAP013078, AGAP013443	CQUJHB002783
OG0000332	AGAP013321, AGAP001742, AGAP002650	CQUJHB000271, CQUJHB007528
OG0000333	AGAP007203	CQUJHB012787
OG0000334	AGAP009010	CQUJHB001067
OG0000336	AGAP029478	CQUJHB001118
OG0000336	AGAP006215	CQUJHB014833
OG0000344	AGAP005208	CQUJHB012075
OG0000345	AGAP010046, AGAP029395, AGAP010047	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641
OG0000346	AGAP003197, AGAP003195, AGAP001097	CQUJHB002577, CQUJHB002322, CQUJHB006754
OG0000347	AGAP029723	CQUJHB003802
OG0000347	AGAP029724	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374
OG0000348	AGAP029288, AGAP010900, AGAP010901	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618
OG0000350	AGAP005613	CQUJHB008958
OG0000351	AGAP029490	CQUJHB013920
OG0000351	AGAP011561	CQUJHB012124
OG0000352	AGAP003702	CQUJHB012242, CQUJHB009117
OG0000352	AGAP003703	CQUJHB007986
OG0000353	AGAP006016	CQUJHB009056, CQUJHB008063
OG0000353	AGAP006015	CQUJHB002446
OG0000354	AGAP004115, AGAP004116	CQUJHB002681
OG0000354	AGAP001628, AGAP013268	CQUJHB001846
OG0000355	AGAP010402, AGAP013018	CQUJHB009441
OG0000355	AGAP002458	CQUJHB011420
OG0000356	AGAP004785	CQUJHB006946, CQUJHB002667
OG0000356	AGAP013350, AGAP004200	CQUJHB000622, CQUJHB010020
OG0000357	AGAP001618	CQUJHB017445
OG0000357	AGAP001619	CQUJHB006068
OG0000359	AGAP004203, AGAP013109, AGAP013503	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652
OG0000360	AGAP011974	CQUJHB000284, CQUJHB007098
OG0000360	AGAP011975	CQUJHB000677
OG0000361	AGAP007947	CQUJHB014315, CQUJHB014950
OG0000361	AGAP012604, AGAP004133	CQUJHB003076, CQUJHB005994, CQUJHB005593
OG0000362	AGAP009194, AGAP009195	CQUJHB013242, CQUJHB005211
OG0000363	AGAP007055	CQUJHB006132
OG0000363	AGAP007054	CQUJHB010204
OG0000364	AGAP007140, AGAP007139	CQUJHB016963, CQUJHB007057
OG0000365	AGAP008684, AGAP008686	CQUJHB010079
OG0000365	AGAP008685	CQUJHB016111, CQUJHB009516
OG0000366	AGAP013192, AGAP003354	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408
OG0000367	AGAP005371, AGAP005370, AGAP005373, AGAP005372	CQUJHB007804
OG0000368	AGAP004528	CQUJHB005991, CQUJHB009102, CQUJHB015642
OG0000369	AGAP008563	CQUJHB002920
OG0000370	AGAP009256	CQUJHB017740
OG0000370	AGAP001169	CQUJHB001032, CQUJHB007246
OG0000371	AGAP006378	CQUJHB008710
OG0000372	AGAP029891	CQUJHB013895
OG0000380	AGAP003259, AGAP012713	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719
OG0000380	AGAP003260	CQUJHB007276
OG0000381	AGAP029758	CQUJHB004475
OG0000381	AGAP029757	CQUJHB007369, CQUJHB016781
OG0000382	AGAP010399	CQUJHB003897
OG0000382	AGAP010398	CQUJHB002028
OG0000383	AGAP002748	CQUJHB017591
OG0000383	AGAP012252	CQUJHB009099
OG0000384	AGAP029196, AGAP029197	CQUJHB002088, CQUJHB001148
OG0000386	AGAP005985, AGAP005986, AGAP005984	CQUJHB015040
OG0000387	AGAP004912	CQUJHB006491
OG0000387	AGAP005652	CQUJHB004975
OG0000388	AGAP001717, AGAP013493	CQUJHB009063, CQUJHB004642, CQUJHB002192
OG0000389	AGAP006745	CQUJHB010871
OG0000389	AGAP006744	CQUJHB002288
OG0000390	AGAP004740	CQUJHB014001
OG0000391	AGAP002331	CQUJHB005583
OG0000391	AGAP012302	CQUJHB015832
OG0000392	AGAP013404, AGAP013054, AGAP002838	CQUJHB017979, CQUJHB012328, CQUJHB000942
OG0000393	AGAP001777	CQUJHB000678
OG0000393	AGAP012467, AGAP001775	CQUJHB010193
OG0000394	AGAP005237	CQUJHB013003
OG0000394	AGAP005238	CQUJHB002473, CQUJHB014747
OG0000395	AGAP029448	CQUJHB015252
OG0000395	AGAP000965	CQUJHB008501
OG0000396	AGAP009100	CQUJHB010706
OG0000396	AGAP009098	CQUJHB014186
OG0000397	AGAP029500	CQUJHB014890
OG0000397	AGAP029451	CQUJHB017700
OG0000398	AGAP005453, AGAP005454	CQUJHB018445, CQUJHB012707, CQUJHB008460
OG0000399	AGAP004900	CQUJHB010610, CQUJHB002697
OG0000399	AGAP006539	CQUJHB000514
OG0000400	AGAP005113	CQUJHB008299
OG0000400	AGAP006806	CQUJHB016642
OG0000401	AGAP003114	CQUJHB004404
OG0000401	AGAP011166	CQUJHB012725
OG0000402	AGAP000475, AGAP029224	CQUJHB015843
OG0000403	AGAP000653	CQUJHB004828
OG0000403	AGAP005557	CQUJHB002873
OG0000404	AGAP028613	CQUJHB014951
OG0000404	AGAP010562	CQUJHB002330
OG0000405	AGAP005707, AGAP005706	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662
OG0000406	AGAP002615, AGAP002074, AGAP011844	CQUJHB016847
OG0000407	AGAP012111	CQUJHB009167
OG0000407	AGAP011402	CQUJHB002164
OG0000408	AGAP005167	CQUJHB008821, CQUJHB002756
OG0000409	AGAP029901, AGAP008720, AGAP008721	CQUJHB009131
OG0000410	AGAP013194, AGAP013142	CQUJHB012516, CQUJHB011477
OG0000411	AGAP001508	CQUJHB006540
OG0000411	AGAP001509	CQUJHB007335
OG0000411	AGAP001510	CQUJHB008223
OG0000412	AGAP001022	CQUJHB007660
OG0000413	AGAP006717, AGAP006716	CQUJHB010075, CQUJHB007446, CQUJHB020332
OG0000414	AGAP000689, AGAP028186, AGAP008923, AGAP008922	CQUJHB013421
OG0000416	AGAP007156	CQUJHB005337
OG0000416	AGAP005787	CQUJHB009397
OG0000417	AGAP001672	CQUJHB004451
OG0000417	AGAP010435	CQUJHB016554
OG0000421	AGAP001989, AGAP001988	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658
OG0000428	AGAP000226	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191
OG0000429	AGAP001971	CQUJHB005902
OG0000429	AGAP001970, AGAP001969, AGAP002599	CQUJHB006371
OG0000430	AGAP029419, AGAP010066	CQUJHB003893
OG0000430	AGAP012621, AGAP012622	CQUJHB017728
OG0000431	AGAP004006, AGAP004007	CQUJHB014587
OG0000431	AGAP004004	CQUJHB006065
OG0000432	AGAP012644, AGAP010004	CQUJHB015256
OG0000432	AGAP009017	CQUJHB018224
OG0000433	AGAP002460	CQUJHB018005
OG0000433	AGAP013297	CQUJHB016512
OG0000434	AGAP006275	CQUJHB004006
OG0000435	AGAP011294	CQUJHB009018
OG0000436	AGAP029719	CQUJHB004776, CQUJHB005462, CQUJHB001738, CQUJHB017395
OG0000437	AGAP002977	CQUJHB002230
OG0000437	AGAP002975	CQUJHB017705
OG0000438	AGAP013216, AGAP002976	CQUJHB007603, CQUJHB007274, CQUJHB010807
OG0000439	AGAP012585, AGAP007972	CQUJHB003508
OG0000439	AGAP007974	CQUJHB007442
OG0000440	AGAP003120, AGAP012726	CQUJHB008712
OG0000441	AGAP006406, AGAP013127	CQUJHB008515
OG0000442	AGAP010970	CQUJHB016515
OG0000442	AGAP010969	CQUJHB009960
OG0000443	AGAP003718	CQUJHB000083
OG0000443	AGAP006629	CQUJHB012897
OG0000445	AGAP029627	CQUJHB005105
OG0000445	AGAP011449	CQUJHB009271
OG0000446	AGAP006487	CQUJHB017131
OG0000446	AGAP006485	CQUJHB010200
OG0000447	AGAP008201	CQUJHB007173
OG0000447	AGAP029240	CQUJHB004421
OG0000448	AGAP007675	CQUJHB007741
OG0000448	AGAP003271	CQUJHB005150
OG0000449	AGAP000731	CQUJHB012758
OG0000449	AGAP010391	CQUJHB004303
OG0000450	AGAP009201	CQUJHB016258
OG0000450	AGAP009200	CQUJHB006704
OG0000451	AGAP000847, AGAP013457	CQUJHB009874
OG0000452	AGAP013186	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307
OG0000453	AGAP011247	CQUJHB010602
OG0000454	AGAP009342	CQUJHB010114
OG0000455	AGAP006770	CQUJHB001183
OG0000455	AGAP011180	CQUJHB015257
OG0000456	AGAP006019	CQUJHB007364
OG0000456	AGAP008962	CQUJHB013775
OG0000457	AGAP001659	CQUJHB015649
OG0000457	AGAP001657	CQUJHB017695
OG0000458	AGAP009246, AGAP009241, AGAP009240	CQUJHB005250
OG0000459	AGAP001120	CQUJHB020285, CQUJHB015919, CQUJHB008529, CQUJHB010276
OG0000460	AGAP002578	CQUJHB013625
OG0000461	AGAP000449	CQUJHB002251
OG0000461	AGAP000452	CQUJHB013571
OG0000462	AGAP028721	CQUJHB004472
OG0000464	AGAP029372	CQUJHB004307
OG0000465	AGAP004655	CQUJHB017090
OG0000466	AGAP011171, AGAP029870, AGAP029548	CQUJHB012439
OG0000472	AGAP008579, AGAP008580	CQUJHB013462
OG0000476	AGAP003256	CQUJHB001928, CQUJHB020328
OG0000476	AGAP003255	CQUJHB017939, CQUJHB007705, CQUJHB020343
OG0000477	AGAP013466	CQUJHB013483
OG0000477	AGAP003482	CQUJHB003518
OG0000478	AGAP009964	CQUJHB016476
OG0000478	AGAP009965	CQUJHB009586
OG0000479	AGAP001766, AGAP001769	CQUJHB003472, CQUJHB017772
OG0000480	AGAP011643, AGAP011641	CQUJHB015374
OG0000481	AGAP005612	CQUJHB000113
OG0000481	AGAP005610	CQUJHB007620, CQUJHB006420
OG0000482	AGAP009381	CQUJHB010431
OG0000482	AGAP009385	CQUJHB009602
OG0000483	AGAP007811	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572
OG0000484	AGAP010151	CQUJHB015280
OG0000484	AGAP007828	CQUJHB007616
OG0000485	AGAP008061	CQUJHB012703
OG0000485	AGAP008060	CQUJHB009246
OG0000486	AGAP011729	CQUJHB012006
OG0000486	AGAP001183	CQUJHB002625
OG0000487	AGAP008490	CQUJHB000683
OG0000487	AGAP000473	CQUJHB011221
OG0000488	AGAP028173, AGAP029973, AGAP029974	CQUJHB015233
OG0000489	AGAP000218	CQUJHB016351
OG0000489	AGAP000217	CQUJHB004674
OG0000490	AGAP012106, AGAP012081	CQUJHB014278
OG0000491	AGAP003322	CQUJHB004009
OG0000491	AGAP002652	CQUJHB002060
OG0000492	AGAP000225	CQUJHB001365
OG0000492	AGAP000228	CQUJHB003626
OG0000493	AGAP002125, AGAP002126	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276
OG0000494	AGAP011945	CQUJHB000732
OG0000494	AGAP008898	CQUJHB003918
OG0000495	AGAP007851	CQUJHB004875
OG0000495	AGAP013726, AGAP013771	CQUJHB008204
OG0000496	AGAP029684	CQUJHB000722
OG0000497	AGAP013190	CQUJHB008176
OG0000497	AGAP028501	CQUJHB015119, CQUJHB017322
OG0000498	AGAP010973	CQUJHB018428
OG0000498	AGAP010974	CQUJHB001250
OG0000499	AGAP006782	CQUJHB015349
OG0000499	AGAP002358	CQUJHB002347
OG0000500	AGAP000399	CQUJHB011977
OG0000501	AGAP010828, AGAP010829, AGAP010827, AGAP010826	CQUJHB015962, CQUJHB015865
OG0000502	AGAP010734	CQUJHB007873
OG0000503	AGAP028471, AGAP013020, AGAP001707	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853
OG0000504	AGAP001695	CQUJHB013167
OG0000505	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821	CQUJHB015118, CQUJHB008195
OG0000506	AGAP006486	CQUJHB005354
OG0000506	AGAP011608	CQUJHB013163
OG0000507	AGAP008487	CQUJHB006236
OG0000507	AGAP004054	CQUJHB016153
OG0000508	AGAP006182, AGAP006181, AGAP006178	CQUJHB004534
OG0000509	AGAP006370	CQUJHB006064
OG0000509	AGAP006369	CQUJHB001100
OG0000510	AGAP000973	CQUJHB012354
OG0000510	AGAP003730, AGAP012841	CQUJHB017274
OG0000511	AGAP006343, AGAP006342	CQUJHB008338, CQUJHB006823
OG0000512	AGAP001033	CQUJHB001081
OG0000514	AGAP003578	CQUJHB010667
OG0000514	AGAP009944	CQUJHB016059
OG0000515	AGAP003487	CQUJHB007879
OG0000515	AGAP013419	CQUJHB018283
OG0000516	AGAP003586	CQUJHB001551
OG0000516	AGAP013333	CQUJHB007539
OG0000517	AGAP004263, AGAP012703, AGAP004262	CQUJHB000346
OG0000518	AGAP007676	CQUJHB004443, CQUJHB006267
OG0000518	AGAP007677	CQUJHB008592
OG0000519	AGAP006385	CQUJHB006578, CQUJHB006537, CQUJHB010625, CQUJHB016100, CQUJHB014959
OG0000520	AGAP009090	CQUJHB012809
OG0000520	AGAP009091	CQUJHB016234
OG0000521	AGAP007406	CQUJHB006650
OG0000521	AGAP003541	CQUJHB003739
OG0000522	AGAP010186	CQUJHB017648
OG0000522	AGAP010184	CQUJHB001472
OG0000523	AGAP004369	CQUJHB015431
OG0000524	AGAP005952	CQUJHB010348
OG0000524	AGAP005951	CQUJHB002248
OG0000525	AGAP007440	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145
OG0000526	AGAP000361	CQUJHB001197
OG0000527	AGAP004223	CQUJHB000806
OG0000527	AGAP004222	CQUJHB017204
OG0000528	AGAP006536	CQUJHB013575
OG0000528	AGAP006540	CQUJHB011302
OG0000534	AGAP008732	CQUJHB013716
OG0000534	AGAP028052	CQUJHB009525
OG0000535	AGAP007918, AGAP013758	CQUJHB001581
OG0000536	AGAP007134	CQUJHB011779
OG0000537	AGAP009869	CQUJHB007852, CQUJHB009891, CQUJHB000706, CQUJHB000501
OG0000538	AGAP013071	CQUJHB012021
OG0000538	AGAP003049	CQUJHB018149
OG0000539	AGAP003055, AGAP003054, AGAP013396, AGAP012758, AGAP003053	CQUJHB009653
OG0000540	AGAP001027	CQUJHB010329
OG0000541	AGAP008976, AGAP007800	CQUJHB016056, CQUJHB007487
OG0000542	AGAP003783	CQUJHB000586
OG0000542	AGAP003782	CQUJHB008769
OG0000543	AGAP029776, AGAP029777	CQUJHB015339, CQUJHB009756
OG0000544	AGAP009442	CQUJHB006986
OG0000544	AGAP003796	CQUJHB013252
OG0000546	AGAP000075, AGAP013356	CQUJHB005558
OG0000547	AGAP010354	CQUJHB010578
OG0000547	AGAP005899	CQUJHB018134
OG0000548	AGAP000570	CQUJHB006907, CQUJHB015796, CQUJHB011613, CQUJHB011366
OG0000549	AGAP005981, AGAP000008	CQUJHB008172
OG0000550	AGAP006913	CQUJHB000340, CQUJHB008859, CQUJHB002119
OG0000551	AGAP013146, AGAP013188, AGAP013393, AGAP013255, AGAP012745	CQUJHB011017
OG0000552	AGAP004228	CQUJHB007207, CQUJHB003339
OG0000553	AGAP006055	CQUJHB013994, CQUJHB013521
OG0000554	AGAP001184, AGAP013501	CQUJHB008590, CQUJHB005910, CQUJHB018305, CQUJHB016306, CQUJHB015835
OG0000555	AGAP004358	CQUJHB000168, CQUJHB001449, CQUJHB013217, CQUJHB013560, CQUJHB011581
OG0000556	AGAP008553, AGAP013224, AGAP008552, AGAP013305, AGAP001864	CQUJHB011411, CQUJHB016284, CQUJHB012231
OG0000557	AGAP003231, AGAP000170	CQUJHB003953
OG0000558	AGAP000787	CQUJHB003681
OG0000559	AGAP001962	CQUJHB002414
OG0000559	AGAP001961	CQUJHB007372
OG0000560	AGAP007460	CQUJHB007191
OG0000560	AGAP000546	CQUJHB009268
OG0000561	AGAP005929	CQUJHB012199
OG0000562	AGAP005035	CQUJHB010758
OG0000563	AGAP003494	CQUJHB009483
OG0000563	AGAP003493	CQUJHB011878
OG0000564	AGAP009587	CQUJHB018354
OG0000564	AGAP009588	CQUJHB015185
OG0000565	AGAP013199, AGAP000721	CQUJHB003774
OG0000566	AGAP011220	CQUJHB008862
OG0000566	AGAP011219	CQUJHB002242
OG0000567	AGAP006868	CQUJHB014368
OG0000567	AGAP006283	CQUJHB006759
OG0000569	AGAP002511	CQUJHB004253
OG0000569	AGAP002510	CQUJHB013050, CQUJHB003277
OG0000570	AGAP003302, AGAP012952, AGAP004243	CQUJHB007877
OG0000571	AGAP004860	CQUJHB014429, CQUJHB017646
OG0000572	AGAP012528, AGAP004813, AGAP012530, AGAP012531, AGAP004815, AGAP004814	CQUJHB011402
OG0000573	AGAP001028	CQUJHB006793
OG0000573	AGAP004281, AGAP029321	CQUJHB005561
OG0000574	AGAP009926, AGAP012737, AGAP009927	CQUJHB004478
OG0000576	AGAP013520	CQUJHB004961
OG0000576	AGAP013172	CQUJHB010052
OG0000577	AGAP013128, AGAP002862	CQUJHB009005, CQUJHB008986, CQUJHB009148
OG0000579	AGAP006150, AGAP007148	CQUJHB005475
OG0000579	AGAP001329	CQUJHB004194
OG0000581	AGAP005002	CQUJHB013739
OG0000581	AGAP005001	CQUJHB000355
OG0000582	AGAP029049	CQUJHB005683
OG0000582	AGAP029054	CQUJHB000285
OG0000583	AGAP007414, AGAP007558, AGAP007557	CQUJHB003268, CQUJHB001570
OG0000584	AGAP011711, AGAP011712	CQUJHB005921
OG0000585	AGAP005697, AGAP012903, AGAP005698	CQUJHB003909, CQUJHB007478, CQUJHB009028
OG0000586	AGAP013019, AGAP004005	CQUJHB001705, CQUJHB000997
OG0000588	AGAP003524	CQUJHB007747
OG0000588	AGAP003523	CQUJHB007821
OG0000601	AGAP011807, AGAP011806	CQUJHB014712, CQUJHB002463, CQUJHB005030
OG0000606	AGAP003350	CQUJHB013202, CQUJHB018414, CQUJHB014818
OG0000607	AGAP011713	CQUJHB016227
OG0000607	AGAP029298	CQUJHB017251
OG0000608	AGAP029663, AGAP029476	CQUJHB003281
OG0000609	AGAP009176	CQUJHB007902
OG0000611	AGAP007588	CQUJHB018025
OG0000611	AGAP007589	CQUJHB005363
OG0000612	AGAP007597	CQUJHB004742
OG0000612	AGAP009318	CQUJHB001942, CQUJHB014770
OG0000613	AGAP002811, AGAP002813	CQUJHB013436
