Orthogroup	AgambiaePEST	AaegyptiLVP_AGWG
OG0000268	AGAP029235, AGAP007932	AAEL002690
OG0000268	AGAP007933	AAEL002692
OG0000269	AGAP001722	AAEL003195, AAEL026083, AAEL023346, AAEL003196, AAEL020734, AAEL021498, AAEL003181, AAEL022449, AAEL003201, AAEL028198, AAEL003187, AAEL024002
OG0000270	AGAP004920, AGAP012945, AGAP011951, AGAP011952	AAEL003444, AAEL003439
OG0000271	AGAP008769	AAEL004778
OG0000271	AGAP028056, AGAP028014	AAEL017453
OG0000271	AGAP028164	AAEL004739
OG0000272	AGAP011698, AGAP011696	AAEL008858
OG0000272	AGAP004760	AAEL008876
OG0000273	AGAP001281	AAEL008928
OG0000273	AGAP001284	AAEL008931
OG0000274	AGAP010002, AGAP009985	AAEL010098, AAEL010099
OG0000274	AGAP000094	AAEL024977
OG0000275	AGAP003083	AAEL012343, AAEL012349, AAEL023211
OG0000276	AGAP012686, AGAP029761, AGAP029762	AAEL013044, AAEL013048, AAEL013054
OG0000277	AGAP001811, AGAP001812	AAEL013198, AAEL026420
OG0000278	AGAP004971, AGAP004951, AGAP004974	AAEL013217
OG0000279	AGAP008447	AAEL017402
OG0000279	AGAP008446	AAEL024828
OG0000279	AGAP008449	AAEL021930, AAEL025608
OG0000280	AGAP009918, AGAP009917	AAEL029034
OG0000280	AGAP029826, AGAP029827	AAEL029031
OG0000285	AGAP004324	AAEL000029
OG0000285	AGAP003096, AGAP003097	AAEL000024
OG0000286	AGAP010505, AGAP010504	AAEL022696, AAEL000613, AAEL000628, AAEL000614, AAEL006465, AAEL017294
OG0000287	AGAP009705, AGAP009707, AGAP009720, AGAP009719, AGAP009718, AGAP009706	AAEL001221
OG0000288	AGAP009363, AGAP009374, AGAP029144, AGAP009375	AAEL020558, AAEL001320, AAEL001292, AAEL025530, AAEL001312, AAEL001807, AAEL009591
OG0000289	AGAP028096, AGAP011302	AAEL003317, AAEL003297, AAEL003298
OG0000290	AGAP011048, AGAP011047, AGAP011046	AAEL004103, AAEL004092
OG0000291	AGAP006510	AAEL004592
OG0000291	AGAP006271	AAEL024570
OG0000292	AGAP010057	AAEL004935
OG0000292	AGAP029713, AGAP029711, AGAP029712	AAEL004923
OG0000293	AGAP001006	AAEL019520
OG0000293	AGAP006991	AAEL005702, AAEL010609
OG0000294	AGAP002506	AAEL022989, AAEL007040
OG0000294	AGAP012451	AAEL006160
OG0000295	AGAP010650, AGAP010649, AGAP010648	AAEL006385
OG0000297	AGAP000163	AAEL006818
OG0000297	AGAP000165	AAEL006829
OG0000298	AGAP005975	AAEL009528, AAEL008380
OG0000298	AGAP028749	AAEL007711
OG0000299	AGAP002521	AAEL007893
OG0000299	AGAP011852	AAEL008152, AAEL027985, AAEL008159
OG0000300	AGAP006698	AAEL009978
OG0000302	AGAP007286	AAEL015566, AAEL015567
OG0000302	AGAP007287	AAEL011499
OG0000303	AGAP002273	AAEL026551
OG0000303	AGAP002272	AAEL011563
OG0000304	AGAP008548, AGAP028011	AAEL014541
OG0000304	AGAP008547	AAEL014537
OG0000305	AGAP008813	AAEL019599
OG0000306	AGAP007964, AGAP007965, AGAP013745	AAEL022773
OG0000317	AGAP012969, AGAP004432, AGAP012872	AAEL000039, AAEL000089, AAEL000066, AAEL000018
OG0000318	AGAP007879, AGAP007880, AGAP007881	AAEL000690
OG0000319	AGAP008734	AAEL026313, AAEL027346
OG0000319	AGAP005794	AAEL001010
OG0000320	AGAP010731, AGAP010730	AAEL002288, AAEL002301
OG0000321	AGAP028153, AGAP009056	AAEL002904
OG0000321	AGAP010766, AGAP010765	AAEL002917
OG0000324	AGAP008582, AGAP028204	AAEL005749
OG0000324	AGAP008584	AAEL005763
OG0000325	AGAP007534	AAEL005759, AAEL007339, AAEL005890
OG0000326	AGAP003658	AAEL007169
OG0000326	AGAP001773, AGAP001774, AGAP012781	AAEL006077
OG0000327	AGAP009949	AAEL006684, AAEL012580, AAEL021830, AAEL024894, AAEL019749, AAEL019750, AAEL027138, AAEL010580, AAEL006679, AAEL022785, AAEL025034
OG0000328	AGAP011914, AGAP011913	AAEL026562, AAEL006696
OG0000328	AGAP011912	AAEL022561, AAEL006692
OG0000329	AGAP029555	AAEL008634
OG0000329	AGAP009460	AAEL008622
OG0000330	AGAP000989	AAEL012245
OG0000330	AGAP000987	AAEL009580
OG0000331	AGAP001264	AAEL011658
OG0000331	AGAP013078, AGAP013443	AAEL011662
OG0000332	AGAP013321, AGAP001742, AGAP002650	AAEL011931
OG0000333	AGAP007203	AAEL012421
OG0000334	AGAP009010	AAEL013154
OG0000336	AGAP029478	AAEL024525
OG0000336	AGAP006215	AAEL021016
OG0000344	AGAP005208	AAEL012377
OG0000346	AGAP003197, AGAP003195, AGAP001097	AAEL000216, AAEL004949, AAEL004953, AAEL004947
OG0000347	AGAP029723	AAEL000915
OG0000347	AGAP029724	AAEL000861, AAEL000859
OG0000348	AGAP029288, AGAP010900, AGAP010901	AAEL000890, AAEL000896
OG0000349	AGAP005911	AAEL013991
OG0000349	AGAP005912	AAEL013997
OG0000349	AGAP005913	AAEL001041
OG0000350	AGAP005613	AAEL001248, AAEL001256, AAEL001278, AAEL001258, AAEL014835, AAEL001286, AAEL001263
OG0000351	AGAP029490	AAEL001519
OG0000352	AGAP003702	AAEL024332, AAEL001566
OG0000352	AGAP003703	AAEL005791
OG0000353	AGAP006016	AAEL001745, AAEL001732
OG0000353	AGAP006015	AAEL001740
OG0000354	AGAP004115, AGAP004116	AAEL006113
OG0000354	AGAP001628, AGAP013268	AAEL002541
OG0000355	AGAP010402, AGAP013018	AAEL002967
OG0000355	AGAP002458	AAEL002979
OG0000356	AGAP013350, AGAP004200	AAEL003069
OG0000357	AGAP001618	AAEL003506
OG0000357	AGAP001619	AAEL003504
OG0000359	AGAP004203, AGAP013109, AGAP013503	AAEL010434, AAEL006138, AAEL006126
OG0000360	AGAP011974	AAEL006355, AAEL006361
OG0000360	AGAP011975	AAEL006337
OG0000361	AGAP007947	AAEL006605, AAEL006620
OG0000361	AGAP012604, AGAP004133	AAEL006624
OG0000362	AGAP009194, AGAP009195	AAEL027003, AAEL007951, AAEL023692
OG0000363	AGAP007055	AAEL009863
OG0000363	AGAP007054	AAEL009860, AAEL020112, AAEL022139
OG0000364	AGAP007140, AGAP007139	AAEL011346, AAEL011348, AAEL009968
OG0000365	AGAP008684, AGAP008686	AAEL011314
OG0000365	AGAP008685	AAEL011313
OG0000366	AGAP013192, AGAP003354	AAEL019797, AAEL019798, AAEL011797, AAEL011798
OG0000367	AGAP005371, AGAP005370, AGAP005373, AGAP005372	AAEL012509
OG0000368	AGAP004528	AAEL012866, AAEL012870, AAEL012860
OG0000369	AGAP008569	AAEL022846
OG0000369	AGAP008563	AAEL019808
OG0000370	AGAP009256	AAEL017446
OG0000370	AGAP001169	AAEL017182
OG0000371	AGAP006382, AGAP006381, AGAP006378	AAEL019862
OG0000372	AGAP029891	AAEL023438
OG0000372	AGAP000696	AAEL021785
OG0000380	AGAP003259, AGAP012713	AAEL000012
OG0000380	AGAP003260	AAEL024813
OG0000381	AGAP029758	AAEL008574
OG0000381	AGAP029757	AAEL000735
OG0000382	AGAP010399	AAEL000797
OG0000382	AGAP010398	AAEL000834
OG0000383	AGAP002748	AAEL000810
OG0000383	AGAP012252	AAEL019951
OG0000384	AGAP029196, AGAP029197	AAEL000910
OG0000386	AGAP005984	AAEL007218
OG0000387	AGAP004912	AAEL001769
OG0000387	AGAP005652	AAEL002083
OG0000388	AGAP001717, AGAP013493	AAEL027351, AAEL003190, AAEL020406
OG0000389	AGAP006745	AAEL003708
OG0000389	AGAP006744	AAEL003727
OG0000390	AGAP004740	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957
OG0000391	AGAP002331	AAEL005160
OG0000391	AGAP012302	AAEL006372
OG0000392	AGAP013404, AGAP013054, AGAP002838	AAEL005725
OG0000393	AGAP001777	AAEL005918
OG0000393	AGAP012467, AGAP001775	AAEL025460
OG0000394	AGAP005237	AAEL006264
OG0000394	AGAP005238	AAEL006274, AAEL022795
OG0000395	AGAP029448	AAEL006675
OG0000395	AGAP000965	AAEL010567
OG0000396	AGAP009100	AAEL006978
OG0000396	AGAP009098	AAEL022582, AAEL026610
OG0000397	AGAP029500	AAEL008672
OG0000397	AGAP029451	AAEL008138
OG0000398	AGAP005453, AGAP005454	AAEL008295, AAEL008294, AAEL008288, AAEL008284
OG0000399	AGAP004900	AAEL008784
OG0000399	AGAP006539	AAEL008782, AAEL008767
OG0000400	AGAP005113	AAEL023342
OG0000400	AGAP006806	AAEL009218
OG0000401	AGAP003114	AAEL019824
OG0000401	AGAP011166	AAEL009275
OG0000402	AGAP000475, AGAP029224	AAEL009769, AAEL009767
OG0000403	AGAP000653	AAEL011204
OG0000403	AGAP005557	AAEL014297
OG0000404	AGAP028613	AAEL012131
OG0000404	AGAP010562	AAEL012128
OG0000405	AGAP005707, AGAP005706	AAEL023643, AAEL012560, AAEL012558
OG0000406	AGAP002615, AGAP002074, AGAP011844	AAEL012839
OG0000407	AGAP012111	AAEL013047
OG0000408	AGAP005166	AAEL013603, AAEL014627
OG0000408	AGAP005167	AAEL029115
OG0000409	AGAP029901, AGAP008720	AAEL014207
OG0000409	AGAP008721	AAEL023753
OG0000410	AGAP013194, AGAP013142	AAEL014438, AAEL014437, AAEL024413, AAEL020644
OG0000411	AGAP001509	AAEL017381
OG0000411	AGAP001510	AAEL017145
OG0000412	AGAP001022	AAEL018189
OG0000413	AGAP006717, AGAP006716	AAEL023231, AAEL019947
OG0000414	AGAP000689, AGAP028186, AGAP008923, AGAP008922	AAEL020078
OG0000416	AGAP007156	AAEL020856, AAEL025917
OG0000416	AGAP005787	AAEL025700
OG0000417	AGAP001672	AAEL027664
OG0000417	AGAP010435	AAEL022731
OG0000428	AGAP000226	AAEL000616, AAEL003045
OG0000429	AGAP001971	AAEL003888
OG0000429	AGAP001970, AGAP001969, AGAP002599	AAEL000795
OG0000430	AGAP029419, AGAP010066	AAEL001625
OG0000430	AGAP012621, AGAP012622	AAEL001601
OG0000431	AGAP004006, AGAP004007	AAEL008711
OG0000431	AGAP004004	AAEL001728
OG0000432	AGAP012644, AGAP010004	AAEL002406
OG0000432	AGAP009017	AAEL001814
OG0000433	AGAP002460	AAEL021665
OG0000433	AGAP013297	AAEL002951
OG0000434	AGAP006275	AAEL003467, AAEL019870
OG0000435	AGAP011294	AAEL027792, AAEL003841, AAEL003857, AAEL003832
OG0000436	AGAP029719	AAEL005854, AAEL005855, AAEL024941, AAEL022122, AAEL019981, AAEL003956
OG0000437	AGAP002977	AAEL004030
OG0000437	AGAP002975	AAEL004016, AAEL004020
OG0000438	AGAP013216, AGAP002976	AAEL004018, AAEL004031
OG0000439	AGAP012585, AGAP007972	AAEL007450
OG0000439	AGAP007974	AAEL004283
OG0000440	AGAP003121	AAEL004379
OG0000440	AGAP003120, AGAP012726	AAEL024667, AAEL004366
OG0000441	AGAP006406, AGAP013127	AAEL004705
OG0000442	AGAP010970	AAEL025111
OG0000442	AGAP010969	AAEL005002
OG0000443	AGAP003718	AAEL005409, AAEL022054
OG0000443	AGAP006629	AAEL010676
OG0000445	AGAP029627	AAEL019688
OG0000445	AGAP011449	AAEL005848
OG0000446	AGAP006487	AAEL006365, AAEL006368
OG0000446	AGAP006485	AAEL006384
OG0000447	AGAP008201	AAEL007143
OG0000447	AGAP029240	AAEL007146
OG0000448	AGAP007675	AAEL007225
OG0000448	AGAP003271	AAEL009881
OG0000449	AGAP010391	AAEL007719
OG0000450	AGAP009201	AAEL007963
OG0000450	AGAP009200	AAEL023187
OG0000451	AGAP013457	AAEL008078
OG0000452	AGAP013186	AAEL008365
OG0000453	AGAP011247	AAEL010244
OG0000454	AGAP009342	AAEL010500
OG0000455	AGAP006770	AAEL010522
OG0000456	AGAP006019	AAEL017128
OG0000456	AGAP008962	AAEL010540
OG0000457	AGAP001659	AAEL013757
OG0000457	AGAP001657	AAEL011169
OG0000458	AGAP009246, AGAP009241, AGAP009240	AAEL012266
OG0000459	AGAP001120	AAEL013200, AAEL013190, AAEL019647, AAEL027709, AAEL013193, AAEL024133
OG0000460	AGAP002578	AAEL018317
OG0000461	AGAP000449	AAEL020210, AAEL021084
OG0000461	AGAP000452	AAEL021318
OG0000462	AGAP028721	AAEL020849
OG0000464	AGAP029366, AGAP029365	AAEL026008
OG0000464	AGAP029372	AAEL026833
OG0000465	AGAP004655	AAEL024837
OG0000466	AGAP011171, AGAP029870, AGAP029548	AAEL025198
OG0000476	AGAP003256	AAEL020708
OG0000476	AGAP003255	AAEL000075
OG0000477	AGAP013466	AAEL000119
OG0000477	AGAP003482	AAEL017533
OG0000478	AGAP009964	AAEL000576
OG0000478	AGAP009965	AAEL004992
OG0000479	AGAP001766, AGAP001769	AAEL010395, AAEL000595
OG0000480	AGAP011643, AGAP011641	AAEL000851
OG0000481	AGAP005612	AAEL001271
OG0000481	AGAP005610	AAEL026886
OG0000482	AGAP009381	AAEL001307
OG0000482	AGAP009385	AAEL001293
OG0000483	AGAP007811	AAEL001638
OG0000484	AGAP010151	AAEL004277
OG0000484	AGAP007828	AAEL001670
OG0000485	AGAP008061	AAEL001965
OG0000485	AGAP008060	AAEL002023
OG0000486	AGAP011729	AAEL002176
OG0000486	AGAP001183	AAEL006485
OG0000487	AGAP008490	AAEL002214
OG0000487	AGAP000473	AAEL007458
OG0000488	AGAP028173, AGAP029973, AGAP029974	AAEL017538, AAEL002612, AAEL002619
OG0000489	AGAP000218	AAEL002754
OG0000489	AGAP000217	AAEL002745
OG0000490	AGAP012106, AGAP012081	AAEL003393, AAEL002827
OG0000491	AGAP003322	AAEL021615
OG0000491	AGAP002652	AAEL002861, AAEL002882
OG0000492	AGAP000225	AAEL027482
OG0000492	AGAP000228	AAEL003047
OG0000493	AGAP002125, AGAP002126	AAEL003395, AAEL020435
OG0000494	AGAP011945	AAEL003417
OG0000494	AGAP008898	AAEL004284
OG0000495	AGAP007851	AAEL003934
OG0000495	AGAP013726, AGAP013771	AAEL003925
OG0000497	AGAP013190	AAEL025454
OG0000497	AGAP028501	AAEL004678
OG0000498	AGAP010973	AAEL020981, AAEL004814
OG0000498	AGAP010974	AAEL004821
OG0000499	AGAP006782	AAEL004855
OG0000499	AGAP002358	AAEL010884
OG0000500	AGAP000399	AAEL005515
OG0000500	AGAP006668	AAEL005049
OG0000501	AGAP010828, AGAP010829, AGAP010827, AGAP010826	AAEL017498, AAEL005955, AAEL005956
OG0000502	AGAP010734	AAEL006014
OG0000503	AGAP028471, AGAP013020, AGAP001707	AAEL006121, AAEL006136
OG0000504	AGAP001695	AAEL006178
OG0000504	AGAP029662	AAEL019506
OG0000505	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821	AAEL014766, AAEL019978, AAEL006335
OG0000506	AGAP006486	AAEL006378
OG0000506	AGAP011608	AAEL006383
OG0000507	AGAP008487	AAEL006381
OG0000507	AGAP004054	AAEL009111
OG0000508	AGAP006182, AGAP006181, AGAP006178	AAEL006575
OG0000509	AGAP006370	AAEL006749
OG0000509	AGAP006369	AAEL006737
OG0000510	AGAP000973	AAEL007030
OG0000510	AGAP003730, AGAP012841	AAEL027019
OG0000511	AGAP006343, AGAP006342	AAEL017056, AAEL007039
OG0000512	AGAP001033	AAEL008109
OG0000514	AGAP003578	AAEL014080
OG0000514	AGAP009944	AAEL009948
OG0000515	AGAP003487	AAEL010487
OG0000515	AGAP013419	AAEL010477
OG0000516	AGAP003586	AAEL011184
OG0000516	AGAP013333	AAEL019717
OG0000517	AGAP004263, AGAP012703, AGAP004262	AAEL011966, AAEL026805
OG0000518	AGAP007676	AAEL012157
OG0000518	AGAP007677	AAEL012153
OG0000519	AGAP006385	AAEL013281, AAEL013283, AAEL013284
OG0000520	AGAP009090	AAEL022306
OG0000520	AGAP009091	AAEL014238
OG0000521	AGAP007406	AAEL017096
OG0000521	AGAP003541	AAEL017301
OG0000522	AGAP010186	AAEL024144
OG0000522	AGAP010184	AAEL019702
OG0000523	AGAP004369	AAEL019706
OG0000523	AGAP004577	AAEL021067
OG0000524	AGAP005952, AGAP005951	AAEL022982, AAEL021737
OG0000525	AGAP007440	AAEL026536, AAEL021977
OG0000526	AGAP000361	AAEL027478
OG0000526	AGAP010269	AAEL023040
OG0000527	AGAP004223	AAEL027242
OG0000527	AGAP004222	AAEL025125
OG0000528	AGAP006536	AAEL025318
OG0000528	AGAP006540	AAEL025990
OG0000534	AGAP008732	AAEL001632
OG0000534	AGAP028052	AAEL001672, AAEL001640
OG0000535	AGAP007918, AGAP013758	AAEL014493, AAEL002683
OG0000536	AGAP007134	AAEL003093
OG0000536	AGAP011848	AAEL012497
OG0000537	AGAP009869	AAEL004921, AAEL003242, AAEL003231, AAEL003274, AAEL003256
OG0000538	AGAP013071	AAEL004573
OG0000538	AGAP003049	AAEL003622
OG0000539	AGAP003055, AGAP003054, AGAP013396, AGAP012758, AGAP003053	AAEL003629
OG0000540	AGAP001027	AAEL003810, AAEL003809, AAEL008232
OG0000541	AGAP008976, AGAP007800	AAEL003999, AAEL020652
OG0000542	AGAP003783	AAEL004002
OG0000543	AGAP029776, AGAP029777	AAEL004070, AAEL004074
OG0000544	AGAP009442	AAEL004492
OG0000544	AGAP003796	AAEL005232
OG0000546	AGAP000075, AGAP013356	AAEL025650
OG0000547	AGAP010354	AAEL014873
OG0000547	AGAP005899	AAEL004788
OG0000548	AGAP000570	AAEL013885, AAEL004809
OG0000549	AGAP005981, AGAP000008	AAEL005165
OG0000550	AGAP006913	AAEL010969, AAEL019614, AAEL019615, AAEL005668
OG0000551	AGAP013146, AGAP013188, AGAP013393, AGAP013255, AGAP012745	AAEL015247, AAEL005821
OG0000552	AGAP004228	AAEL007205, AAEL006114
OG0000553	AGAP006055	AAEL006211
OG0000554	AGAP001184, AGAP013501	AAEL006503, AAEL006481
OG0000555	AGAP004358	AAEL007793, AAEL007789, AAEL010405
OG0000556	AGAP008553, AGAP013224, AGAP008552, AGAP013305, AGAP001864	AAEL007830
OG0000557	AGAP003231, AGAP000170	AAEL008072, AAEL026806
OG0000558	AGAP003133	AAEL008374
OG0000558	AGAP000787	AAEL024950
OG0000559	AGAP001962	AAEL008655
OG0000559	AGAP001961	AAEL008652
OG0000560	AGAP007460	AAEL009214
OG0000560	AGAP000546	AAEL013844
OG0000561	AGAP005928	AAEL009606
OG0000561	AGAP005929	AAEL009601
OG0000562	AGAP005035	AAEL012355
OG0000562	AGAP005034	AAEL025827, AAEL009822
OG0000563	AGAP003494	AAEL010485
OG0000563	AGAP003493	AAEL010479
OG0000564	AGAP009587	AAEL010781
OG0000564	AGAP009588	AAEL010768
OG0000565	AGAP013199, AGAP000721	AAEL011025, AAEL021342
OG0000566	AGAP011220	AAEL011330
OG0000566	AGAP011219	AAEL011321
OG0000567	AGAP006283	AAEL011504
OG0000568	AGAP006958, AGAP006961, AGAP006959	AAEL014843, AAEL011708
OG0000569	AGAP002511	AAEL018221
OG0000569	AGAP002510	AAEL011774
OG0000570	AGAP003302, AGAP012952, AGAP004243	AAEL012437
OG0000571	AGAP004860	AAEL025617, AAEL012776, AAEL022651, AAEL022733, AAEL020609, AAEL026458
OG0000572	AGAP012528, AGAP004813	AAEL012837
OG0000573	AGAP001028	AAEL012964
OG0000574	AGAP009926, AGAP012737, AGAP009927	AAEL014050
OG0000576	AGAP013520	AAEL015149
OG0000576	AGAP013172	AAEL014686
OG0000577	AGAP013128, AGAP002862	AAEL017061, AAEL026582
OG0000579	AGAP006150, AGAP007148	AAEL017397
OG0000579	AGAP001329	AAEL017542
OG0000581	AGAP005002	AAEL018316
OG0000581	AGAP005001	AAEL024199
OG0000582	AGAP029049	AAEL026517
OG0000582	AGAP029054	AAEL019650
OG0000583	AGAP007414, AGAP007558, AGAP007557	AAEL020585
OG0000584	AGAP011711, AGAP011712	AAEL021082
OG0000585	AGAP005697, AGAP012903, AGAP005698	AAEL025434, AAEL021685
OG0000586	AGAP013019, AGAP004005	AAEL023917, AAEL023063
OG0000588	AGAP003524	AAEL028025
OG0000588	AGAP003523	AAEL024908
OG0000606	AGAP003350	AAEL000006, AAEL000080, AAEL000025
OG0000607	AGAP011713	AAEL000215
OG0000607	AGAP029298	AAEL011743
OG0000608	AGAP029663, AGAP029476	AAEL000715
OG0000609	AGAP009176	AAEL001194
OG0000610	AGAP005602, AGAP005603	AAEL001247
OG0000611	AGAP007588	AAEL001548
OG0000611	AGAP007589	AAEL001586
OG0000612	AGAP007597	AAEL001552
OG0000612	AGAP009318	AAEL009333
OG0000613	AGAP002811, AGAP002813	AAEL002124
OG0000614	AGAP006788	AAEL014713
OG0000615	AGAP005941	AAEL002257
OG0000615	AGAP005942	AAEL002267
OG0000616	AGAP029794	AAEL010773, AAEL002276
OG0000617	AGAP009815, AGAP009779, AGAP009778, AGAP008599	AAEL002366, AAEL021160
OG0000618	AGAP000953, AGAP002395	AAEL002534, AAEL025362
OG0000619	AGAP003929	AAEL028229
OG0000619	AGAP003928	AAEL002996
OG0000620	AGAP009872, AGAP009873	AAEL003232, AAEL029120, AAEL029121, AAEL003241, AAEL003225, AAEL003266
OG0000621	AGAP000851	AAEL003234
OG0000622	AGAP010328	AAEL003421
OG0000623	AGAP011665, AGAP011921	AAEL003442
OG0000624	AGAP003846, AGAP003845	AAEL003562, AAEL023067, AAEL003561
OG0000625	AGAP001376	AAEL003697
OG0000625	AGAP001377	AAEL020823
OG0000626	AGAP013181	AAEL020960
OG0000626	AGAP001026	AAEL003781
OG0000627	AGAP029992, AGAP029636	AAEL003853
OG0000628	AGAP010118, AGAP010125, AGAP010111, AGAP010110	AAEL004043
OG0000629	AGAP000705, AGAP013449	AAEL015598, AAEL004081
OG0000630	AGAP011051, AGAP011068, AGAP011066	AAEL004102
OG0000631	AGAP008340	AAEL004774
OG0000632	AGAP000655, AGAP002346	AAEL005266
OG0000633	AGAP000401, AGAP012656, AGAP005066	AAEL005520
OG0000634	AGAP000732, AGAP004350	AAEL005533
OG0000635	AGAP001201	AAEL005619, AAEL009841
OG0000636	AGAP006907	AAEL005676
OG0000636	AGAP006906	AAEL026165
OG0000637	AGAP011095, AGAP011094	AAEL006394
OG0000638	AGAP010489, AGAP009629	AAEL006454, AAEL014082
OG0000639	AGAP007650	AAEL006886
OG0000639	AGAP007651	AAEL006883
OG0000640	AGAP005972	AAEL007090, AAEL007097, AAEL007098, AAEL007094
OG0000641	AGAP009187	AAEL007275
OG0000642	AGAP004317	AAEL007593
OG0000642	AGAP004318	AAEL007597
OG0000643	AGAP001117	AAEL024307, AAEL017450, AAEL007935
OG0000644	AGAP029764	AAEL008275
OG0000644	AGAP029763	AAEL008271
OG0000645	AGAP005459	AAEL008289
OG0000645	AGAP005456	AAEL008285
OG0000646	AGAP029702, AGAP029701	AAEL008473, AAEL008487, AAEL008488
OG0000647	AGAP007665	AAEL008478
OG0000647	AGAP007663	AAEL008485
OG0000648	AGAP008370, AGAP008371	AAEL008609, AAEL008600
OG0000649	AGAP004015	AAEL008698, AAEL008702
OG0000650	AGAP012849, AGAP010132	AAEL009420
OG0000651	AGAP012216, AGAP012217	AAEL009596
OG0000652	AGAP000654	AAEL009653
OG0000653	AGAP008109	AAEL010269
OG0000654	AGAP007371	AAEL010113
OG0000654	AGAP007372	AAEL020150
OG0000655	AGAP006095	AAEL025106
OG0000655	AGAP007040	AAEL010127
OG0000656	AGAP009212	AAEL010769
OG0000656	AGAP009213	AAEL014138
OG0000657	AGAP029977	AAEL010776, AAEL010782, AAEL010780
OG0000658	AGAP002241	AAEL010805
OG0000658	AGAP002240	AAEL010799
OG0000659	AGAP003582	AAEL011130
OG0000659	AGAP003581	AAEL011129
OG0000660	AGAP003896, AGAP003897	AAEL011161
OG0000661	AGAP006891, AGAP000794	AAEL011381
OG0000662	AGAP010854, AGAP029297	AAEL011520
OG0000663	AGAP013218, AGAP004636, AGAP029800	AAEL012041
OG0000664	AGAP029147, AGAP009014	AAEL013155, AAEL013153
OG0000665	AGAP001983	AAEL013323
OG0000665	AGAP013533	AAEL013327
OG0000666	AGAP029109	AAEL013684
OG0000667	AGAP010882	AAEL027123, AAEL020536, AAEL023221, AAEL014149, AAEL014147, AAEL014254
OG0000668	AGAP000211	AAEL014551, AAEL020599
OG0000668	AGAP000210	AAEL027829
OG0000669	AGAP009803, AGAP009804, AGAP009805	AAEL017235, AAEL017323
OG0000671	AGAP011667, AGAP011666	AAEL018137
OG0000672	AGAP012545, AGAP008823, AGAP008824, AGAP008825, AGAP028559	AAEL018320
OG0000673	AGAP010024	AAEL019658
OG0000674	AGAP011554	AAEL019682
OG0000675	AGAP029530	AAEL019849
OG0000676	AGAP003757	AAEL022480, AAEL019856
OG0000677	AGAP010242	AAEL023374
OG0000677	AGAP010245	AAEL020299
OG0000678	AGAP005069, AGAP005068	AAEL020351
OG0000679	AGAP005528, AGAP005529	AAEL020739
OG0000680	AGAP000294	AAEL021017
OG0000681	AGAP029337, AGAP029350	AAEL023512
OG0000682	AGAP003137	AAEL024089
OG0000682	AGAP000668	AAEL026668
OG0000683	AGAP009270, AGAP009947	AAEL025572
OG0000684	AGAP011076, AGAP012107	AAEL025779, AAEL027903
OG0000698	AGAP004465	AAEL000076
OG0000698	AGAP004466	AAEL011097
OG0000699	AGAP009233	AAEL000329
OG0000699	AGAP009231	AAEL000308
OG0000700	AGAP012386	AAEL000636
OG0000701	AGAP029980, AGAP012414	AAEL000654
OG0000703	AGAP004157, AGAP012761, AGAP004156	AAEL001087
OG0000704	AGAP012513	AAEL002416
OG0000704	AGAP012514	AAEL001427
OG0000705	AGAP005317, AGAP005318	AAEL001697
OG0000706	AGAP002464	AAEL002158, AAEL004335, AAEL010396, AAEL007383
