Orthogroup	AgambiaePEST	AfunestusAfunGA1
OG0000201	AGAP006208	AFUN2_007662
OG0000201	AGAP006209	AFUN2_003280
OG0000202	AGAP000414	AFUN2_012722
OG0000202	AGAP000288	AFUN2_013904
OG0000202	AGAP000289	AFUN2_001437
OG0000203	AGAP029591	AFUN2_010926
OG0000203	AGAP029307	AFUN2_004259
OG0000203	AGAP028615	AFUN2_000689
OG0000204	AGAP006911	AFUN2_005886
OG0000204	AGAP006910	AFUN2_004049
OG0000205	AGAP029783, AGAP012696	AFUN2_010456
OG0000205	AGAP009551, AGAP012673, AGAP009553, AGAP012672, AGAP009552	AFUN2_003370
OG0000206	AGAP008630, AGAP028029	AFUN2_009572
OG0000206	AGAP008627	AFUN2_000978
OG0000207	AGAP001002, AGAP010637, AGAP000999, AGAP029166, AGAP013027, AGAP010669, AGAP010636, AGAP010634	AFUN2_000379
OG0000207	AGAP001004	AFUN2_002113
OG0000208	AGAP011182	AFUN2_000748
OG0000208	AGAP011183	AFUN2_013487
OG0000208	AGAP011184	AFUN2_002391
OG0000209	AGAP011893	AFUN2_001039
OG0000210	AGAP011432, AGAP029292, AGAP029324, AGAP029065	AFUN2_014566
OG0000210	AGAP029748, AGAP029117, AGAP011431, AGAP029749, AGAP029750, AGAP029747, AGAP008891	AFUN2_014802, AFUN2_009879, AFUN2_005823
OG0000216	AGAP028733, AGAP028664	AFUN2_008117
OG0000216	AGAP007090, AGAP012442	AFUN2_002063
OG0000217	AGAP012963	AFUN2_005144
OG0000217	AGAP000310	AFUN2_003295
OG0000217	AGAP003365	AFUN2_000967
OG0000218	AGAP008054	AFUN2_001352
OG0000218	AGAP008052	AFUN2_014112
OG0000218	AGAP008051	AFUN2_007094
OG0000219	AGAP005907	AFUN2_005902
OG0000219	AGAP000907	AFUN2_004669
OG0000220	AGAP013260	AFUN2_004984
OG0000220	AGAP013120	AFUN2_013644
OG0000220	AGAP002457	AFUN2_008743
OG0000221	AGAP007990	AFUN2_002758, AFUN2_007038
OG0000221	AGAP006775	AFUN2_006461
OG0000222	AGAP028196	AFUN2_008952
OG0000222	AGAP010241	AFUN2_002413
OG0000223	AGAP001185	AFUN2_006017
OG0000223	AGAP013403	AFUN2_002196
OG0000223	AGAP001965	AFUN2_011073
OG0000223	AGAP001966	AFUN2_009640
OG0000223	AGAP013429	AFUN2_001947
OG0000224	AGAP013366, AGAP012995, AGAP029279	AFUN2_004727
OG0000224	AGAP013463	AFUN2_006433
OG0000225	AGAP003067	AFUN2_013899
OG0000225	AGAP003066	AFUN2_005712
OG0000225	AGAP003065	AFUN2_007468
OG0000226	AGAP012970	AFUN2_009224, AFUN2_010010
OG0000226	AGAP002448	AFUN2_001724
OG0000226	AGAP002447	AFUN2_005224
OG0000228	AGAP007407, AGAP007410	AFUN2_010307, AFUN2_001223
OG0000228	AGAP007412	AFUN2_002038
OG0000228	AGAP000871, AGAP007411	AFUN2_007118, AFUN2_001384, AFUN2_013425, AFUN2_008192
OG0000229	AGAP003236	AFUN2_002725
OG0000229	AGAP002137	AFUN2_001410
OG0000229	AGAP002008	AFUN2_012986
OG0000230	AGAP028050, AGAP008670, AGAP008671	AFUN2_013851, AFUN2_006362
OG0000231	AGAP006013	AFUN2_014167
OG0000231	AGAP006012	AFUN2_001796
OG0000232	AGAP005657, AGAP012667, AGAP005660	AFUN2_001279
OG0000232	AGAP005656	AFUN2_004132
OG0000233	AGAP001190	AFUN2_005591
OG0000233	AGAP001199	AFUN2_009669
OG0000234	AGAP007802	AFUN2_006786
OG0000234	AGAP007808	AFUN2_005910
OG0000234	AGAP007803	AFUN2_014325
OG0000235	AGAP013372, AGAP000706, AGAP013152, AGAP012911, AGAP012124	AFUN2_000576, AFUN2_003102, AFUN2_003000
OG0000236	AGAP001202	AFUN2_012443
OG0000237	AGAP003501	AFUN2_005130
OG0000237	AGAP003500	AFUN2_010795
OG0000244	AGAP009715, AGAP009722, AGAP009717, AGAP028644, AGAP009716, AGAP009723, AGAP009711	AFUN2_005802
OG0000244	AGAP029589	AFUN2_006054
OG0000245	AGAP002360	AFUN2_014246
OG0000245	AGAP002359	AFUN2_010459
OG0000245	AGAP013402	AFUN2_014309
OG0000246	AGAP012702, AGAP004173	AFUN2_012397
OG0000246	AGAP004383	AFUN2_008092
OG0000246	AGAP012839, AGAP004381	AFUN2_001095
OG0000246	AGAP004382	AFUN2_005703
OG0000246	AGAP012838, AGAP004380	AFUN2_002388
OG0000247	AGAP006146	AFUN2_012107
OG0000247	AGAP006145	AFUN2_004620
OG0000247	AGAP006148	AFUN2_001600
OG0000248	AGAP008404	AFUN2_010809
OG0000248	AGAP028212, AGAP028060	AFUN2_011791
OG0000249	AGAP004935	AFUN2_006007
OG0000249	AGAP005326	AFUN2_010916
OG0000250	AGAP002055	AFUN2_003687
OG0000250	AGAP002058	AFUN2_007149
OG0000250	AGAP002056	AFUN2_003179
OG0000251	AGAP012697, AGAP029782	AFUN2_007933
OG0000251	AGAP029784	AFUN2_012347
OG0000251	AGAP029623	AFUN2_010165
OG0000251	AGAP012647, AGAP029785	AFUN2_009809
OG0000252	AGAP028629	AFUN2_006568
OG0000252	AGAP011674	AFUN2_010012
OG0000253	AGAP001648	AFUN2_001483, AFUN2_000437
OG0000254	AGAP004634	AFUN2_009334
OG0000254	AGAP013293	AFUN2_013341
OG0000255	AGAP002195	AFUN2_014479
OG0000255	AGAP002197	AFUN2_012452
OG0000256	AGAP002766	AFUN2_010594
OG0000256	AGAP002765	AFUN2_010827
OG0000256	AGAP002767, AGAP002769	AFUN2_004016
OG0000257	AGAP008795, AGAP028220, AGAP008796	AFUN2_012412
OG0000260	AGAP013416	AFUN2_004768
OG0000260	AGAP002763	AFUN2_011233
OG0000260	AGAP013285	AFUN2_008356
OG0000260	AGAP013363	AFUN2_004504
OG0000264	AGAP007232, AGAP007228, AGAP007194, AGAP007191, AGAP007192, AGAP007193, AGAP007188, AGAP007190, AGAP007189, AGAP007187, AGAP007233, AGAP007229, AGAP007225, AGAP007234, AGAP007230, AGAP007224, AGAP029347, AGAP007223, AGAP007195, AGAP007196	AFUN2_002067
OG0000265	AGAP007255	AFUN2_009281
OG0000265	AGAP007266	AFUN2_011549
OG0000265	AGAP000253	AFUN2_003921
OG0000266	AGAP008867	AFUN2_000459
OG0000266	AGAP007794	AFUN2_004367
OG0000266	AGAP007793	AFUN2_008216
OG0000267	AGAP004164	AFUN2_006831
OG0000267	AGAP004378	AFUN2_013327, AFUN2_007744
OG0000268	AGAP029235	AFUN2_009239
OG0000268	AGAP007932	AFUN2_010803
OG0000268	AGAP007933	AFUN2_010441
OG0000269	AGAP001722	AFUN2_002119
OG0000270	AGAP011951	AFUN2_004500, AFUN2_005657
OG0000270	AGAP011952	AFUN2_001828
OG0000271	AGAP008769	AFUN2_007927
OG0000271	AGAP028056	AFUN2_011088
OG0000271	AGAP028014	AFUN2_001591
OG0000271	AGAP028164	AFUN2_004527
OG0000272	AGAP011696	AFUN2_008265
OG0000272	AGAP004760	AFUN2_012900
OG0000273	AGAP001281	AFUN2_001579
OG0000273	AGAP001283	AFUN2_004573
OG0000273	AGAP001284	AFUN2_012480
OG0000274	AGAP010002, AGAP009985	AFUN2_009686
OG0000274	AGAP000094	AFUN2_013179
OG0000275	AGAP003083	AFUN2_004279, AFUN2_002342, AFUN2_006827, AFUN2_002236, AFUN2_014152
OG0000276	AGAP012686, AGAP029761	AFUN2_005119
OG0000276	AGAP029762	AFUN2_000381
OG0000277	AGAP001811, AGAP001812	AFUN2_013863
OG0000278	AGAP004971	AFUN2_006737
OG0000278	AGAP004951	AFUN2_010216
OG0000278	AGAP004974	AFUN2_002080
OG0000279	AGAP008447	AFUN2_002258
OG0000279	AGAP008446	AFUN2_014367
OG0000279	AGAP008449	AFUN2_008292
OG0000280	AGAP009918	AFUN2_014275
OG0000280	AGAP009917	AFUN2_012254
OG0000285	AGAP004324	AFUN2_012421
OG0000285	AGAP003096	AFUN2_002291
OG0000285	AGAP003097	AFUN2_012046
OG0000286	AGAP010505, AGAP010504	AFUN2_001601
OG0000287	AGAP009705, AGAP009707, AGAP009720, AGAP009719, AGAP009718, AGAP009706	AFUN2_006714, AFUN2_009698
OG0000288	AGAP009363, AGAP009374	AFUN2_007336
OG0000288	AGAP029144, AGAP009375	AFUN2_011244
OG0000289	AGAP028096	AFUN2_008782
OG0000289	AGAP011302	AFUN2_008797
OG0000290	AGAP011048	AFUN2_001948
OG0000290	AGAP011047	AFUN2_000760
OG0000290	AGAP011046	AFUN2_006244
OG0000291	AGAP006510	AFUN2_003869
OG0000291	AGAP006271	AFUN2_005713
OG0000292	AGAP010057	AFUN2_008562
OG0000292	AGAP029713	AFUN2_003827
OG0000292	AGAP029711, AGAP029712	AFUN2_006814
OG0000293	AGAP001006	AFUN2_001356
OG0000293	AGAP006991	AFUN2_000358
OG0000294	AGAP002506	AFUN2_012955
OG0000294	AGAP012451	AFUN2_012574
OG0000296	AGAP008278, AGAP008279	AFUN2_010688, AFUN2_014118
OG0000297	AGAP000163	AFUN2_006972
OG0000297	AGAP000165	AFUN2_004085
OG0000298	AGAP005975	AFUN2_004927
OG0000298	AGAP028750	AFUN2_011109
OG0000298	AGAP028749	AFUN2_001118
OG0000298	AGAP028751	AFUN2_013111
OG0000299	AGAP002521	AFUN2_007111
OG0000299	AGAP011852	AFUN2_010458
OG0000300	AGAP006698	AFUN2_013914
OG0000302	AGAP007286	AFUN2_001375
OG0000302	AGAP007287	AFUN2_001607
OG0000303	AGAP002272	AFUN2_004936
OG0000303	AGAP002274	AFUN2_011645
OG0000304	AGAP008548	AFUN2_011754
OG0000304	AGAP028011	AFUN2_006099
OG0000304	AGAP008547	AFUN2_012365
OG0000305	AGAP008813	AFUN2_004178
OG0000306	AGAP007964	AFUN2_011531
OG0000306	AGAP007965	AFUN2_002476
OG0000306	AGAP013745	AFUN2_011005
OG0000311	AGAP028531	AFUN2_013804, AFUN2_004431
OG0000313	AGAP008456, AGAP008457, AGAP029423, AGAP008479, AGAP028098, AGAP008463, AGAP008453, AGAP008480, AGAP008452, AGAP008451, AGAP008461, AGAP008462	AFUN2_013154, AFUN2_009232, AFUN2_010694, AFUN2_006740, AFUN2_001786, AFUN2_011523
OG0000314	AGAP028047, AGAP028119, AGAP028113, AGAP028191, AGAP028077, AGAP028089, AGAP008478, AGAP028126	AFUN2_001906, AFUN2_008486, AFUN2_011107, AFUN2_009358
OG0000317	AGAP012969, AGAP004432, AGAP012872	AFUN2_010069
OG0000318	AGAP007879	AFUN2_002773, AFUN2_002673
OG0000318	AGAP007880	AFUN2_007664
OG0000318	AGAP007881	AFUN2_006731
OG0000319	AGAP008734	AFUN2_000419
OG0000319	AGAP005794	AFUN2_014741
OG0000320	AGAP010731	AFUN2_002201
OG0000320	AGAP010730	AFUN2_009283
OG0000321	AGAP028153	AFUN2_011209
OG0000321	AGAP009056	AFUN2_009191
OG0000321	AGAP010766, AGAP010765	AFUN2_013400
OG0000324	AGAP008582, AGAP028204	AFUN2_014723
OG0000324	AGAP008584	AFUN2_002760
OG0000325	AGAP007534	AFUN2_009953
OG0000325	AGAP013228	AFUN2_000426
OG0000326	AGAP003658	AFUN2_008475
OG0000326	AGAP001773, AGAP001774, AGAP012781	AFUN2_006744
OG0000327	AGAP009949	AFUN2_010823
OG0000328	AGAP011914, AGAP011913	AFUN2_012636
OG0000328	AGAP011912	AFUN2_005428
OG0000329	AGAP029555	AFUN2_010346
OG0000329	AGAP009460	AFUN2_002124
OG0000330	AGAP000989	AFUN2_010609
OG0000330	AGAP000988	AFUN2_010577
OG0000330	AGAP000987	AFUN2_001583
OG0000331	AGAP001264	AFUN2_010706
OG0000331	AGAP013078, AGAP013443	AFUN2_002888, AFUN2_011006
OG0000332	AGAP013321	AFUN2_002149
OG0000332	AGAP001742	AFUN2_013393
OG0000332	AGAP002650	AFUN2_012693
OG0000333	AGAP007203	AFUN2_001023, AFUN2_009434, AFUN2_011252, AFUN2_011040, AFUN2_010709, AFUN2_013423, AFUN2_008471, AFUN2_002539
OG0000334	AGAP009010	AFUN2_013965
OG0000336	AGAP006216	AFUN2_005980
OG0000336	AGAP029478	AFUN2_003183
OG0000336	AGAP006215	AFUN2_002121
OG0000340	AGAP000643, AGAP000642	AFUN2_006511
OG0000340	AGAP000641, AGAP000644	AFUN2_012858, AFUN2_009608, AFUN2_007241
OG0000341	AGAP008071, AGAP008070	AFUN2_004677
OG0000341	AGAP028712, AGAP029833, AGAP028714, AGAP028715, AGAP028720, AGAP029832	AFUN2_004569
OG0000341	AGAP028593	AFUN2_002612
OG0000344	AGAP005208	AFUN2_002211
OG0000345	AGAP010046, AGAP029395, AGAP010047	AFUN2_013986
OG0000346	AGAP003197, AGAP003195	AFUN2_001968
OG0000346	AGAP001097	AFUN2_001895
OG0000347	AGAP029723	AFUN2_008322
OG0000347	AGAP029724	AFUN2_002133
OG0000348	AGAP029288	AFUN2_009660
OG0000349	AGAP005911	AFUN2_012556
OG0000349	AGAP005912	AFUN2_006184
OG0000350	AGAP005613	AFUN2_008359
OG0000351	AGAP011560	AFUN2_008901
OG0000351	AGAP029490	AFUN2_008714
OG0000351	AGAP011561	AFUN2_004633
OG0000352	AGAP003702	AFUN2_006606
OG0000352	AGAP003703	AFUN2_011929
OG0000353	AGAP006016	AFUN2_011227
OG0000353	AGAP006015	AFUN2_002095
OG0000354	AGAP004115, AGAP004116	AFUN2_005800
OG0000354	AGAP001628, AGAP013268	AFUN2_002171
OG0000355	AGAP010402	AFUN2_008819
OG0000355	AGAP013018	AFUN2_010074
OG0000355	AGAP002458	AFUN2_007617
OG0000356	AGAP004785	AFUN2_001849
OG0000356	AGAP013350, AGAP004200	AFUN2_003379
OG0000357	AGAP001618	AFUN2_011572
OG0000357	AGAP001619	AFUN2_008751
OG0000359	AGAP004203, AGAP013109, AGAP013503	AFUN2_001508, AFUN2_014132, AFUN2_014666, AFUN2_005325
OG0000360	AGAP011974	AFUN2_000510
OG0000360	AGAP011975	AFUN2_007142
OG0000361	AGAP007947	AFUN2_002062
OG0000361	AGAP012604, AGAP004133	AFUN2_012094
OG0000362	AGAP009194	AFUN2_012779
OG0000362	AGAP009195	AFUN2_005854
OG0000363	AGAP007055	AFUN2_008657
OG0000363	AGAP007054	AFUN2_009379
OG0000364	AGAP007140	AFUN2_006948
OG0000364	AGAP007139	AFUN2_003336
OG0000365	AGAP008684	AFUN2_013587
OG0000365	AGAP008686	AFUN2_014234
OG0000365	AGAP008685	AFUN2_001973
OG0000366	AGAP013192	AFUN2_008793
OG0000366	AGAP003354	AFUN2_009343
OG0000367	AGAP005371	AFUN2_011293
OG0000367	AGAP005370	AFUN2_010540
OG0000367	AGAP005373	AFUN2_012120
OG0000367	AGAP005372	AFUN2_007287
OG0000368	AGAP004528	AFUN2_009997
OG0000369	AGAP008569	AFUN2_005004
OG0000369	AGAP008563	AFUN2_000751
OG0000370	AGAP001169	AFUN2_014764
OG0000371	AGAP006382, AGAP006381, AGAP006378	AFUN2_003392
OG0000372	AGAP029891	AFUN2_007569
OG0000372	AGAP000696	AFUN2_011675
OG0000378	AGAP007036, AGAP007033, AGAP007035	AFUN2_003972, AFUN2_011312, AFUN2_006867
OG0000379	AGAP029728	AFUN2_007006, AFUN2_011459, AFUN2_010700
OG0000379	AGAP029729	AFUN2_002013
OG0000379	AGAP029730	AFUN2_013099
OG0000380	AGAP003259, AGAP012713, AGAP003260	AFUN2_005131
OG0000381	AGAP029758	AFUN2_014467
OG0000381	AGAP029757	AFUN2_004958
OG0000382	AGAP010399	AFUN2_001543
OG0000382	AGAP010398	AFUN2_000360
OG0000383	AGAP002748	AFUN2_014461
OG0000383	AGAP012252	AFUN2_011562
OG0000384	AGAP029197	AFUN2_005469
OG0000386	AGAP005985	AFUN2_009836
OG0000386	AGAP005986	AFUN2_005608
OG0000386	AGAP005984	AFUN2_013530
OG0000387	AGAP004912	AFUN2_002844
OG0000387	AGAP005652	AFUN2_002100
OG0000388	AGAP001717, AGAP013493	AFUN2_001099
OG0000389	AGAP006745	AFUN2_006060
OG0000389	AGAP006744	AFUN2_012037
OG0000391	AGAP002331	AFUN2_010979
OG0000391	AGAP012302	AFUN2_008664
OG0000392	AGAP002838	AFUN2_005778
OG0000393	AGAP001777	AFUN2_012735
OG0000393	AGAP012467, AGAP001775	AFUN2_002249
OG0000394	AGAP005237	AFUN2_009571
OG0000394	AGAP005238	AFUN2_007082
OG0000395	AGAP029448	AFUN2_009792
OG0000395	AGAP000965	AFUN2_002960
OG0000396	AGAP009100	AFUN2_004007
OG0000396	AGAP009098	AFUN2_012283
OG0000397	AGAP029500	AFUN2_002237
OG0000397	AGAP029451	AFUN2_013451
OG0000398	AGAP005453, AGAP005454	AFUN2_005442, AFUN2_013146
OG0000399	AGAP004900	AFUN2_008626
OG0000399	AGAP006539	AFUN2_009920
OG0000400	AGAP005113	AFUN2_011008
OG0000400	AGAP006806	AFUN2_011164
OG0000401	AGAP003114	AFUN2_002956
OG0000401	AGAP011166	AFUN2_004353
OG0000402	AGAP000475	AFUN2_003222
OG0000402	AGAP029224	AFUN2_012219, AFUN2_012051, AFUN2_012833
OG0000403	AGAP000653	AFUN2_012035
OG0000403	AGAP005557	AFUN2_003128
OG0000404	AGAP028613	AFUN2_003801
OG0000404	AGAP010562	AFUN2_012718
OG0000405	AGAP005707	AFUN2_013432
OG0000405	AGAP005706	AFUN2_010896
OG0000406	AGAP002615	AFUN2_001556
OG0000406	AGAP002074	AFUN2_007375
OG0000406	AGAP011844	AFUN2_014336
OG0000407	AGAP012111	AFUN2_012902
OG0000407	AGAP011402	AFUN2_004980
OG0000408	AGAP005166	AFUN2_002945
OG0000408	AGAP005167	AFUN2_009625
OG0000409	AGAP029901	AFUN2_001720
OG0000409	AGAP008721	AFUN2_011673
OG0000411	AGAP001509	AFUN2_014669
OG0000411	AGAP001510	AFUN2_011779
OG0000412	AGAP001022	AFUN2_007595
OG0000413	AGAP006717	AFUN2_004473
OG0000413	AGAP006716	AFUN2_000795
OG0000414	AGAP008923	AFUN2_008931
OG0000416	AGAP007156	AFUN2_005309
OG0000417	AGAP001672	AFUN2_013957
OG0000417	AGAP010435	AFUN2_009488
OG0000421	AGAP001989	AFUN2_001964, AFUN2_008577
OG0000421	AGAP001988	AFUN2_012291
OG0000424	AGAP000437	AFUN2_011824, AFUN2_007173
OG0000425	AGAP010908, AGAP010903, AGAP010904, AGAP010906, AGAP010905, AGAP010907	AFUN2_013867, AFUN2_004739
OG0000428	AGAP000226	AFUN2_002316
OG0000429	AGAP001971	AFUN2_011609, AFUN2_005488
OG0000429	AGAP001969	AFUN2_013377
OG0000430	AGAP029419, AGAP010066	AFUN2_002516
OG0000431	AGAP004006	AFUN2_006452
OG0000431	AGAP004007	AFUN2_002969
OG0000432	AGAP012644, AGAP010004	AFUN2_000534
OG0000432	AGAP009017	AFUN2_010832
OG0000433	AGAP002460	AFUN2_004130
OG0000433	AGAP013297	AFUN2_001141
OG0000434	AGAP006275	AFUN2_003060, AFUN2_014225
OG0000435	AGAP011294	AFUN2_003456
OG0000436	AGAP029719	AFUN2_009601
OG0000437	AGAP002977, AGAP002975	AFUN2_009648
OG0000438	AGAP002976	AFUN2_004408
OG0000439	AGAP012585, AGAP007972	AFUN2_012835
OG0000439	AGAP007974	AFUN2_012281
OG0000440	AGAP003120, AGAP012726	AFUN2_007200
OG0000441	AGAP006406	AFUN2_003884
OG0000441	AGAP013127	AFUN2_007339
OG0000442	AGAP010970	AFUN2_005498, AFUN2_013332
OG0000442	AGAP010969	AFUN2_009889
OG0000443	AGAP003718	AFUN2_001914
OG0000443	AGAP006629	AFUN2_011734
OG0000445	AGAP029627	AFUN2_002989
OG0000445	AGAP011449	AFUN2_010049
OG0000446	AGAP006487	AFUN2_011911
OG0000446	AGAP006485	AFUN2_006522
OG0000447	AGAP008201	AFUN2_001883
OG0000447	AGAP029240	AFUN2_014649
OG0000448	AGAP007675	AFUN2_003874
OG0000448	AGAP003271	AFUN2_004004
OG0000449	AGAP000731	AFUN2_002880
OG0000449	AGAP010391	AFUN2_008727
OG0000450	AGAP009201	AFUN2_007488
OG0000450	AGAP009200	AFUN2_012925
OG0000451	AGAP013457	AFUN2_010410
OG0000452	AGAP013186	AFUN2_003619
OG0000453	AGAP011247	AFUN2_004614
OG0000453	AGAP012669, AGAP010063	AFUN2_014643
OG0000454	AGAP009342	AFUN2_005107
OG0000455	AGAP006770	AFUN2_011604
OG0000455	AGAP011180	AFUN2_001958
OG0000456	AGAP006019	AFUN2_007145
OG0000456	AGAP008962	AFUN2_004475
OG0000457	AGAP001659	AFUN2_011980
OG0000457	AGAP001657	AFUN2_009119
OG0000458	AGAP009246	AFUN2_004230
OG0000458	AGAP009241	AFUN2_000418
OG0000458	AGAP009240	AFUN2_007249
OG0000460	AGAP002578	AFUN2_014011
OG0000460	AGAP002577	AFUN2_002000
OG0000461	AGAP000449	AFUN2_008978
OG0000461	AGAP000452	AFUN2_008827
OG0000462	AGAP012132	AFUN2_003865
OG0000464	AGAP029365	AFUN2_013582
OG0000464	AGAP029372	AFUN2_005765
OG0000465	AGAP004655	AFUN2_002500
OG0000466	AGAP029870	AFUN2_008377
OG0000466	AGAP029548	AFUN2_004023
OG0000471	AGAP011991	AFUN2_007684
OG0000472	AGAP008579	AFUN2_007825, AFUN2_008027
OG0000472	AGAP008580	AFUN2_010284
OG0000473	AGAP013282	AFUN2_008466
OG0000473	AGAP029167, AGAP010899	AFUN2_010137
OG0000473	AGAP029194, AGAP029195	AFUN2_004064
OG0000476	AGAP003255	AFUN2_013824
OG0000477	AGAP013466	AFUN2_014550
OG0000477	AGAP003482	AFUN2_013649
OG0000478	AGAP009964	AFUN2_003137
OG0000478	AGAP009965	AFUN2_003770
OG0000479	AGAP001766	AFUN2_009181
OG0000479	AGAP001769	AFUN2_007197
OG0000480	AGAP011643	AFUN2_006549
OG0000480	AGAP011641	AFUN2_000707
OG0000481	AGAP005612	AFUN2_004506
OG0000481	AGAP005610	AFUN2_007832
OG0000482	AGAP009381	AFUN2_014001
OG0000482	AGAP009385	AFUN2_007154
OG0000483	AGAP007811	AFUN2_008514
OG0000484	AGAP010151	AFUN2_011350
OG0000484	AGAP007828	AFUN2_006435
OG0000485	AGAP008061	AFUN2_007072
OG0000485	AGAP008060	AFUN2_007860
OG0000486	AGAP011729	AFUN2_005660
OG0000486	AGAP001183	AFUN2_008037
OG0000487	AGAP008490	AFUN2_003553
OG0000487	AGAP000473	AFUN2_001956
OG0000488	AGAP028173	AFUN2_003041
OG0000488	AGAP029973	AFUN2_006935
OG0000488	AGAP029974	AFUN2_008414
OG0000489	AGAP000218	AFUN2_013313
OG0000489	AGAP000217	AFUN2_014776
OG0000490	AGAP012106	AFUN2_001904
OG0000491	AGAP003322	AFUN2_009342
OG0000491	AGAP002652	AFUN2_012165
OG0000492	AGAP000225	AFUN2_000913
OG0000492	AGAP000228	AFUN2_012708
OG0000493	AGAP002125	AFUN2_009774
OG0000493	AGAP002126	AFUN2_014180
OG0000494	AGAP011945	AFUN2_011840
OG0000494	AGAP008898	AFUN2_000438
OG0000495	AGAP007851	AFUN2_006380
OG0000495	AGAP013771	AFUN2_009440
OG0000496	AGAP029684	AFUN2_001451
OG0000496	AGAP012605, AGAP029683	AFUN2_001022
OG0000497	AGAP013190	AFUN2_003360
OG0000497	AGAP028501	AFUN2_008537
OG0000498	AGAP010973	AFUN2_000900
OG0000498	AGAP010974	AFUN2_006893
OG0000499	AGAP006782	AFUN2_002816
OG0000499	AGAP002358	AFUN2_014000
OG0000500	AGAP000399	AFUN2_003408
OG0000500	AGAP006668	AFUN2_005559
OG0000501	AGAP010828, AGAP010829, AGAP010827, AGAP010826	AFUN2_014285
OG0000502	AGAP010734	AFUN2_002108
OG0000502	AGAP010810	AFUN2_002588
OG0000503	AGAP028471, AGAP013020, AGAP001707	AFUN2_008000
OG0000504	AGAP001695	AFUN2_010765
OG0000504	AGAP029662	AFUN2_005136
OG0000505	AGAP012821	AFUN2_008493
OG0000506	AGAP006486	AFUN2_002862
OG0000506	AGAP011608	AFUN2_001311
OG0000507	AGAP008487	AFUN2_009605
OG0000507	AGAP004054	AFUN2_010453
OG0000508	AGAP006182	AFUN2_012458
OG0000508	AGAP006181	AFUN2_009192
OG0000508	AGAP006178	AFUN2_001408
OG0000509	AGAP006370, AGAP006369	AFUN2_011895
OG0000510	AGAP000973	AFUN2_003304
OG0000510	AGAP003730, AGAP012841	AFUN2_006916
OG0000511	AGAP006343, AGAP006342	AFUN2_001890, AFUN2_008232
OG0000512	AGAP001033	AFUN2_004602
OG0000514	AGAP003578	AFUN2_011623
OG0000514	AGAP009944	AFUN2_009748
OG0000515	AGAP003487	AFUN2_007192
OG0000515	AGAP013419	AFUN2_000620
OG0000516	AGAP003586	AFUN2_004606
OG0000516	AGAP013333	AFUN2_002583
OG0000517	AGAP004263, AGAP012703, AGAP004262	AFUN2_007438
OG0000518	AGAP007676	AFUN2_001532
OG0000518	AGAP007677	AFUN2_009562
OG0000520	AGAP009090	AFUN2_008246
OG0000520	AGAP009091	AFUN2_013959
OG0000521	AGAP007406	AFUN2_006966
OG0000521	AGAP003541	AFUN2_008767
OG0000522	AGAP010186	AFUN2_012554
OG0000522	AGAP010184	AFUN2_011055
OG0000523	AGAP004369	AFUN2_007839
OG0000523	AGAP004577	AFUN2_014119
OG0000524	AGAP005952	AFUN2_002285
OG0000524	AGAP005951	AFUN2_009357
OG0000525	AGAP007440	AFUN2_013124
OG0000526	AGAP000361	AFUN2_009936
OG0000526	AGAP010269	AFUN2_006765
OG0000527	AGAP004223	AFUN2_010332
OG0000527	AGAP004222	AFUN2_003399
OG0000528	AGAP006536	AFUN2_011949
OG0000528	AGAP006540	AFUN2_008139
OG0000532	AGAP010531	AFUN2_009257
OG0000532	AGAP006914	AFUN2_007095
OG0000534	AGAP008732	AFUN2_013294
OG0000534	AGAP028052	AFUN2_003205
OG0000535	AGAP007918	AFUN2_004029
OG0000535	AGAP013758	AFUN2_013409
OG0000536	AGAP007134	AFUN2_007207
OG0000536	AGAP011848	AFUN2_003559
OG0000538	AGAP013071	AFUN2_009330
OG0000538	AGAP003049	AFUN2_011747
OG0000539	AGAP003055, AGAP003054	AFUN2_005197
OG0000539	AGAP013396, AGAP012758, AGAP003053	AFUN2_002731
OG0000540	AGAP001027	AFUN2_001191
OG0000541	AGAP008976	AFUN2_006877
OG0000541	AGAP007800	AFUN2_006040
OG0000542	AGAP003783	AFUN2_007282
OG0000542	AGAP003782	AFUN2_010209
OG0000543	AGAP029776	AFUN2_004643
OG0000543	AGAP029777	AFUN2_012610
OG0000544	AGAP009442	AFUN2_005178
OG0000544	AGAP003796	AFUN2_009523
OG0000546	AGAP013356	AFUN2_009394
OG0000547	AGAP010354	AFUN2_014341
OG0000547	AGAP005899	AFUN2_005774
OG0000548	AGAP000570	AFUN2_007717
OG0000549	AGAP005981	AFUN2_000846
OG0000549	AGAP000008	AFUN2_005801
OG0000550	AGAP006913	AFUN2_008494
OG0000551	AGAP013146	AFUN2_005744
OG0000551	AGAP013188, AGAP013393, AGAP013255, AGAP012745	AFUN2_007132
OG0000552	AGAP004228	AFUN2_002213
OG0000553	AGAP006055	AFUN2_004161
OG0000554	AGAP001184, AGAP013501	AFUN2_012642
OG0000555	AGAP004358	AFUN2_001168
OG0000556	AGAP013224	AFUN2_013704
OG0000557	AGAP003231	AFUN2_009536
OG0000557	AGAP000170	AFUN2_011864
OG0000558	AGAP003133	AFUN2_012242
OG0000558	AGAP000787	AFUN2_011648
OG0000559	AGAP001962	AFUN2_006220
OG0000559	AGAP001961	AFUN2_000578
OG0000560	AGAP007460	AFUN2_012617
